run_id,fee_multiple,seed_share_f,beta_rhood,rounds_completed,converged,final_share_N,final_share_E,final_share_F,final_C_ext,final_W,stable_window_W,charged_F_count,blocked_F_count,threshold_trigger_rate
9,0.5,0.0,0.05,59,1,0.0,0.06,0.94,76.93168923162997,1720.4453919486732,1724.1748141652308,510.0,0.0,0.864406779661017
9,1.0,0.0,0.05,16,1,0.0,0.61,0.39,34.80519424367171,1674.0484702168735,1644.2151830261614,60.0,34.0,0.375
9,1.5,0.0,0.05,100,0,0.0,0.58,0.42,33.29056283813226,1627.016399120261,1630.5522296474633,520.0,520.0,0.52
9,2.0,0.0,0.05,100,0,0.0,0.58,0.42,33.29056283813226,1627.016399120261,1630.5522296474633,520.0,520.0,0.52
8,0.0,0.0,0.05,68,1,0.0,0.025,0.975,74.74811585581594,1630.553068365774,1640.0561148072495,0.0,0.0,0.8970588235294118
8,0.5,0.0,0.05,68,1,0.0,0.025,0.975,74.74811585581594,1630.553068365774,1640.0561148072495,610.0,0.0,0.8970588235294118
8,1.0,0.0,0.05,11,1,0.0,0.7,0.3,29.562471764786764,1495.3626065096098,1321.8804434045926,40.0,28.0,0.36363636363636365
8,1.5,0.0,0.05,100,0,0.0,0.58,0.42,29.70590537440193,1500.263321084853,1467.3203030468562,570.0,570.0,0.57
8,2.0,0.0,0.05,100,0,0.0,0.58,0.42,29.70590537440193,1500.263321084853,1467.3203030468562,570.0,570.0,0.57
10,0.0,0.0,0.05,66,1,0.0,0.03,0.97,79.8645798118074,1782.6178979156964,1788.3384119334653,0.0,0.0,0.8787878787878788
10,0.5,0.0,0.05,66,1,0.0,0.03,0.97,79.8645798118074,1782.6178979156964,1788.3384119334653,580.0,0.0,0.8787878787878788
10,1.0,0.0,0.05,15,1,0.0,0.63,0.37,37.62215483137675,1658.176076330746,1566.516465151814,50.0,33.0,0.3333333333333333
10,1.5,0.0,0.05,100,0,0.0,0.595,0.405,37.166146867159306,1643.1004717390808,1589.8065085224925,570.0,570.0,0.57
10,2.0,0.0,0.05,100,0,0.0,0.595,0.405,37.166146867159306,1643.1004717390808,1589.8065085224925,570.0,570.0,0.57
11,0.0,0.0,0.05,68,1,0.0,0.04,0.96,83.32803228958376,1305.1896016753763,1320.5264976983171,0.0,0.0,0.8823529411764706
11,0.5,0.0,0.05,68,1,0.0,0.04,0.96,83.32803228958376,1305.1896016753763,1320.5264976983171,600.0,0.0,0.8823529411764706
11,1.0,0.0,0.05,12,1,0.0,0.65,0.35,34.5142122399365,1455.7325092058772,1306.4463257603352,40.0,29.0,0.3333333333333333
11,1.5,0.0,0.05,100,0,0.0,0.615,0.385,33.96806352143672,1439.5097693175614,1444.2934323547697,550.0,550.0,0.55
11,2.0,0.0,0.05,100,0,0.0,0.615,0.385,33.96806352143672,1439.5097693175614,1444.2934323547697,550.0,550.0,0.55
12,0.0,0.0,0.05,53,1,0.0,0.06,0.94,73.4771951885757,1697.4753906261753,1716.268155114284,0.0,0.0,0.8490566037735849
12,0.5,0.0,0.05,53,1,0.0,0.06,0.94,73.4771951885757,1697.4753906261753,1716.268155114284,450.0,0.0,0.8490566037735849
12,1.0,0.0,0.05,15,1,0.0,0.625,0.375,32.159676670268894,1641.80102467238,1596.5960436907271,60.0,34.0,0.4
12,1.5,0.0,0.05,100,0,0.0,0.565,0.435,31.909399416106098,1634.1877566516935,1608.164312440064,570.0,570.0,0.57
12,2.0,0.0,0.05,100,0,0.0,0.565,0.435,31.909399416106098,1634.1877566516935,1608.164312440064,570.0,570.0,0.57
13,0.0,0.0,0.05,77,1,0.0,0.0,1.0,83.83565202826733,954.9331895067153,960.8450270056685,0.0,0.0,0.9090909090909091
13,0.5,0.0,0.05,77,1,0.0,0.0,1.0,83.83565202826733,954.9331895067153,960.8450270056685,700.0,0.0,0.9090909090909091
13,1.0,0.0,0.05,11,1,0.0,0.705,0.295,31.592563462680566,1447.6307466055323,1285.240624976661,40.0,29.0,0.36363636363636365
13,1.5,0.0,0.05,100,0,0.0,0.615,0.385,31.39343546973298,1442.6521249133948,1410.9947960672494,600.0,600.0,0.6
13,2.0,0.0,0.05,100,0,0.0,0.615,0.385,31.39343546973298,1442.6521249133948,1410.9947960672494,600.0,600.0,0.6
15,0.0,0.0,0.05,58,1,0.0,0.04,0.96,76.39573916897166,1706.3155654473821,1718.05585454444,0.0,0.0,0.8448275862068966
15,0.5,0.0,0.05,58,1,0.0,0.04,0.96,76.39573916897166,1706.3155654473821,1718.05585454444,490.0,0.0,0.8448275862068966
15,1.0,0.0,0.05,13,1,0.0,0.625,0.375,33.294456308596125,1642.2089818954291,1533.7291211138677,40.0,27.0,0.3076923076923077
15,1.5,0.0,0.05,100,0,0.0,0.63,0.37,30.091912909541374,1540.4413963793693,1527.9012965443776,610.0,610.0,0.61
15,2.0,0.0,0.05,100,0,0.0,0.63,0.37,30.091912909541374,1540.4413963793693,1527.9012965443776,610.0,610.0,0.61
14,0.0,0.0,0.05,75,1,0.0,0.025,0.975,84.22144853119666,1565.6312374280453,1584.4981166893465,0.0,0.0,0.8666666666666667
14,0.5,0.0,0.05,75,1,0.0,0.025,0.975,84.22144853119666,1565.6312374280453,1584.4981166893465,650.0,0.0,0.8666666666666667
14,1.0,0.0,0.05,16,1,0.0,0.59,0.41,39.95388540986538,1714.5912850166053,1647.9289150820787,50.0,30.0,0.3125
14,1.5,0.0,0.05,100,0,0.0,0.6,0.4,36.499355118467314,1611.7059071492192,1639.2806604752502,520.0,520.0,0.52
14,2.0,0.0,0.05,100,0,0.0,0.6,0.4,36.499355118467314,1611.7059071492192,1639.2806604752502,520.0,520.0,0.52
16,0.0,0.0,0.05,56,1,0.0,0.055,0.945,75.55886895338433,1681.8801621741534,1695.7174786643143,0.0,0.0,0.8571428571428571
16,0.5,0.0,0.05,56,1,0.0,0.055,0.945,75.55886895338433,1681.8801621741534,1695.7174786643143,480.0,0.0,0.8571428571428571
16,1.0,0.0,0.05,16,1,0.0,0.635,0.365,32.129773713444024,1686.9858433851123,1656.3330054699152,70.0,48.0,0.4375
16,1.5,0.0,0.05,100,0,0.0,0.605,0.395,30.59068066101129,1638.8680870319768,1658.666510183694,570.0,570.0,0.57
16,2.0,0.0,0.05,100,0,0.0,0.605,0.395,30.59068066101129,1638.8680870319768,1658.666510183694,570.0,570.0,0.57
18,0.0,0.06,0.05,62,1,0.0,0.03,0.97,80.67893238106733,1367.4078028271379,1373.8057012987313,0.0,0.0,0.9032258064516129
18,0.5,0.06,0.05,62,1,0.0,0.03,0.97,80.67893238106733,1367.4078028271379,1373.8057012987313,560.0,0.0,0.9032258064516129
18,1.0,0.06,0.05,10,1,0.0,0.675,0.325,33.43614809149825,1651.5412899849887,1484.7536525031596,40.0,31.0,0.4
18,1.5,0.06,0.05,100,0,0.0,0.6,0.4,33.99782038066416,1667.73655407102,1609.431197266484,620.0,620.0,0.62
18,2.0,0.06,0.05,100,0,0.0,0.6,0.4,33.99782038066416,1667.73655407102,1609.431197266484,620.0,620.0,0.62
17,0.0,0.0,0.05,70,1,0.0,0.025,0.975,77.26028719775765,1185.2486918636919,1196.9440066684645,0.0,0.0,0.9
17,0.5,0.0,0.05,70,1,0.0,0.025,0.975,77.26028719775765,1185.2486918636919,1196.9440066684645,630.0,0.0,0.9
17,1.0,0.0,0.05,11,1,0.0,0.71,0.29,28.718925197432853,1620.9849817374538,1487.4763242769561,40.0,26.0,0.36363636363636365
17,1.5,0.0,0.05,100,0,0.0,0.695,0.305,24.47754098038483,1502.5340952180738,1558.709384103497,640.0,640.0,0.64
17,2.0,0.0,0.05,100,0,0.0,0.695,0.305,24.47754098038483,1502.5340952180738,1558.709384103497,640.0,640.0,0.64
19,0.0,0.06,0.05,69,1,0.0,0.005,0.995,81.61997625740734,1323.4524161626118,1331.4970352325697,0.0,0.0,0.927536231884058
19,0.5,0.06,0.05,69,1,0.0,0.005,0.995,81.61997625740734,1323.4524161626118,1331.4970352325697,640.0,0.0,0.927536231884058
19,1.0,0.06,0.05,9,1,0.0,0.72,0.28,33.749199984211195,1548.0917886715272,1354.607678856576,40.0,32.0,0.4444444444444444
19,1.5,0.06,0.05,100,0,0.0,0.71,0.29,27.361855528646704,1359.1773196319252,1475.170549205939,660.0,660.0,0.66
19,2.0,0.06,0.05,100,0,0.0,0.71,0.29,27.361855528646704,1359.1773196319252,1475.170549205939,660.0,660.0,0.66
20,0.0,0.06,0.05,57,1,0.0,0.065,0.935,83.09730307310085,751.507099070127,766.5186117760899,0.0,0.0,0.8947368421052632
20,0.5,0.06,0.05,57,1,0.0,0.065,0.935,83.09730307310085,751.507099070127,766.5186117760899,510.0,0.0,0.8947368421052632
20,1.0,0.06,0.05,13,1,0.0,0.67,0.33,31.14749834458241,1351.4324590265292,1310.0977063906964,60.0,40.0,0.46153846153846156
20,1.5,0.06,0.05,100,0,0.0,0.735,0.265,26.034639632707087,1214.235176508227,1303.1389353900645,650.0,650.0,0.65
20,2.0,0.06,0.05,100,0,0.0,0.735,0.265,26.034639632707087,1214.235176508227,1303.1389353900645,650.0,650.0,0.65
22,0.0,0.06,0.05,51,1,0.0,0.075,0.925,79.59222147564125,1054.9512060565653,1084.2648862083247,0.0,0.0,0.9019607843137255
22,0.5,0.06,0.05,51,1,0.0,0.075,0.925,79.59222147564125,1054.9512060565653,1084.2648862083247,460.0,0.0,0.9019607843137255
22,1.0,0.06,0.05,9,1,0.0,0.72,0.28,29.659003451714533,1356.3649520836618,1171.687904547048,40.0,31.0,0.4444444444444444
22,1.5,0.06,0.05,100,0,0.0,0.65,0.35,30.117348370494142,1369.3481938439973,1363.6443278059705,630.0,630.0,0.63
22,2.0,0.06,0.05,100,0,0.0,0.65,0.35,30.117348370494142,1369.3481938439973,1363.6443278059705,630.0,630.0,0.63
21,0.0,0.06,0.05,62,1,0.0,0.045,0.955,78.06620706891648,1122.4084059607544,1128.4885386572082,0.0,0.0,0.9193548387096774
21,0.5,0.06,0.05,62,1,0.0,0.045,0.955,78.06620706891648,1122.4084059607544,1128.4885386572082,570.0,0.0,0.9193548387096774
21,1.0,0.06,0.05,12,1,0.0,0.69,0.31,30.368179569699997,1587.4652720823321,1517.715088443641,60.0,43.0,0.5
21,1.5,0.06,0.05,100,0,0.0,0.675,0.325,25.434001607430606,1453.9283723678354,1521.7670543172967,630.0,630.0,0.63
21,2.0,0.06,0.05,100,0,0.0,0.675,0.325,25.434001607430606,1453.9283723678354,1521.7670543172967,630.0,630.0,0.63
23,0.0,0.06,0.05,78,1,0.0,0.0,1.0,84.70752816676638,1024.717819318585,1045.6694917613281,0.0,0.0,0.9230769230769231
23,0.5,0.06,0.05,78,1,0.0,0.0,1.0,84.70752816676638,1024.717819318585,1045.6694917613281,720.0,0.0,0.9230769230769231
23,1.0,0.06,0.05,10,1,0.0,0.68,0.32,32.5683009768795,1570.2973749646505,1411.7909170149446,40.0,26.0,0.4
23,1.5,0.06,0.05,100,0,0.0,0.69,0.31,30.6836371473469,1517.230789524312,1542.5504707222399,600.0,600.0,0.6
23,2.0,0.06,0.05,100,0,0.0,0.69,0.31,30.6836371473469,1517.230789524312,1542.5504707222399,600.0,600.0,0.6
24,0.0,0.06,0.05,58,1,0.0,0.065,0.935,75.11443741478705,1467.666205085308,1481.549907304805,0.0,0.0,0.896551724137931
24,0.5,0.06,0.05,58,1,0.0,0.065,0.935,75.11443741478705,1467.666205085308,1481.549907304805,520.0,0.0,0.896551724137931
24,1.0,0.06,0.05,10,1,0.0,0.665,0.335,29.681025752511765,1622.9476106342036,1469.0487931007654,40.0,26.0,0.4
24,1.5,0.06,0.05,100,0,0.0,0.65,0.35,28.73598617481951,1595.425856684278,1596.645584854025,620.0,620.0,0.62
24,2.0,0.06,0.05,100,0,0.0,0.65,0.35,28.73598617481951,1595.425856684278,1596.645584854025,620.0,620.0,0.62
25,0.0,0.06,0.05,63,1,0.0,0.04,0.96,81.09104550110035,1121.5033281410747,1130.0740801696616,0.0,0.0,0.8888888888888888
25,0.5,0.06,0.05,63,1,0.0,0.04,0.96,81.09104550110035,1121.5033281410747,1130.0740801696616,560.0,0.0,0.8888888888888888
25,1.0,0.06,0.05,11,1,0.0,0.645,0.355,30.838670361560176,1549.4150496325483,1414.004951219448,40.0,27.0,0.36363636363636365
25,1.5,0.06,0.05,100,0,0.0,0.64,0.36,30.78366261940213,1547.685589088156,1532.343837275215,600.0,600.0,0.6
25,2.0,0.06,0.05,100,0,0.0,0.64,0.36,30.78366261940213,1547.685589088156,1532.343837275215,600.0,600.0,0.6
26,0.0,0.06,0.05,57,1,0.0,0.06,0.94,81.46775969090115,1311.630438672366,1322.915872364453,0.0,0.0,0.8771929824561403
26,0.5,0.06,0.05,57,1,0.0,0.06,0.94,81.46775969090115,1311.630438672366,1322.915872364453,500.0,0.0,0.8771929824561403
26,1.0,0.06,0.05,13,1,0.0,0.63,0.37,34.61054951103331,1572.3944524859605,1492.0617172589632,50.0,28.0,0.38461538461538464
26,1.5,0.06,0.05,100,0,0.0,0.65,0.35,33.948706218325384,1552.9327008498092,1517.8646835859704,600.0,600.0,0.6
26,2.0,0.06,0.05,100,0,0.0,0.65,0.35,33.948706218325384,1552.9327008498092,1517.8646835859704,600.0,600.0,0.6
27,0.0,0.06,0.05,63,1,0.0,0.02,0.98,81.55927571559084,1522.4071805318717,1546.5870806400678,0.0,0.0,0.8888888888888888
27,0.5,0.06,0.05,63,1,0.0,0.02,0.98,81.55927571559084,1522.4071805318717,1546.5870806400678,560.0,0.0,0.8888888888888888
27,1.0,0.06,0.05,11,1,0.0,0.63,0.37,36.66035995388589,1684.7484728120025,1545.9944315214937,40.0,23.0,0.36363636363636365
27,1.5,0.06,0.05,100,0,0.0,0.64,0.36,33.610504447035964,1592.7411477352437,1642.1240949798714,580.0,580.0,0.58
27,2.0,0.06,0.05,100,0,0.0,0.64,0.36,33.610504447035964,1592.7411477352437,1642.1240949798714,580.0,580.0,0.58
28,0.0,0.06,0.05,52,1,0.0,0.045,0.955,75.91622619145866,1558.3436245856435,1580.9618923495918,0.0,0.0,0.8846153846153846
28,0.5,0.06,0.05,52,1,0.0,0.045,0.955,75.91622619145866,1558.3436245856435,1580.9618923495918,460.0,0.0,0.8846153846153846
28,1.0,0.06,0.05,12,1,0.0,0.655,0.345,31.410325672596628,1569.088803132248,1486.1699500212903,50.0,37.0,0.4166666666666667
28,1.5,0.06,0.05,100,0,0.0,0.63,0.37,30.3380046665212,1536.1066114405075,1530.1761261743418,610.0,610.0,0.61
28,2.0,0.06,0.05,100,0,0.0,0.63,0.37,30.3380046665212,1536.1066114405075,1530.1761261743418,610.0,610.0,0.61
29,0.0,0.06,0.05,72,1,0.0,0.01,0.99,80.03345828908424,1307.0916040719767,1323.6077231879801,0.0,0.0,0.9166666666666666
29,0.5,0.06,0.05,72,1,0.0,0.01,0.99,80.03345828908424,1307.0916040719767,1323.6077231879801,660.0,0.0,0.9166666666666666
29,1.0,0.06,0.05,10,1,0.0,0.7,0.3,31.16959481254351,1667.7687352987105,1537.3716914321717,40.0,31.0,0.4
29,1.5,0.06,0.05,100,0,0.0,0.66,0.34,28.279502207816698,1585.1736981295053,1634.5062948880848,630.0,630.0,0.63
29,2.0,0.06,0.05,100,0,0.0,0.66,0.34,28.279502207816698,1585.1736981295053,1634.5062948880848,630.0,630.0,0.63
30,0.0,0.06,0.05,58,1,0.0,0.04,0.96,80.15244615359104,1137.9754090170054,1175.345068272878,0.0,0.0,0.9137931034482759
30,0.5,0.06,0.05,58,1,0.0,0.04,0.96,80.15244615359104,1137.9754090170054,1175.345068272878,530.0,0.0,0.9137931034482759
30,1.0,0.06,0.05,12,1,0.0,0.7,0.3,30.294579721655467,1437.7878259325203,1379.8474322347029,60.0,50.0,0.5
30,1.5,0.06,0.05,100,0,0.0,0.63,0.37,28.84096060411694,1395.0877808672262,1407.7798604084364,600.0,600.0,0.6
30,2.0,0.06,0.05,100,0,0.0,0.63,0.37,28.84096060411694,1395.0877808672262,1407.7798604084364,600.0,600.0,0.6
31,0.0,0.06,0.05,61,1,0.0,0.025,0.975,84.78465801297773,877.7161703936636,883.8533873778402,0.0,0.0,0.9180327868852459
31,0.5,0.06,0.05,61,1,0.0,0.025,0.975,84.78465801297773,877.7161703936636,883.8533873778402,560.0,0.0,0.9180327868852459
31,1.0,0.06,0.05,9,1,0.0,0.715,0.285,30.45344039700642,1344.8757033551842,1145.6135151596775,40.0,33.0,0.4444444444444444
31,1.5,0.06,0.05,100,0,0.0,0.645,0.355,30.98321856059077,1359.403672552465,1366.8707896419216,620.0,620.0,0.62
31,2.0,0.06,0.05,100,0,0.0,0.645,0.355,30.98321856059077,1359.403672552465,1366.8707896419216,620.0,620.0,0.62
32,0.0,0.06,0.05,62,1,0.0,0.03,0.97,82.24394739553681,1817.6670313350855,1821.2416345868187,0.0,0.0,0.8709677419354839
32,0.5,0.06,0.05,62,1,0.0,0.03,0.97,82.24394739553681,1817.6670313350855,1821.2416345868187,540.0,0.0,0.8709677419354839
32,1.0,0.06,0.05,14,1,0.0,0.6,0.4,40.66520909909767,1827.1867000010036,1754.2983193290543,50.0,31.0,0.35714285714285715
32,1.5,0.06,0.05,100,0,0.0,0.6,0.4,38.32428275648878,1754.941757710438,1757.7333737229771,550.0,550.0,0.55
32,2.0,0.06,0.05,100,0,0.0,0.6,0.4,38.32428275648878,1754.941757710438,1757.7333737229771,550.0,550.0,0.55
33,0.0,0.06,0.05,60,1,0.0,0.035,0.965,80.15212877257079,1196.5627898379435,1210.9779703034674,0.0,0.0,0.9
33,0.5,0.06,0.05,60,1,0.0,0.035,0.965,80.15212877257079,1196.5627898379435,1210.9779703034674,540.0,0.0,0.9
33,1.0,0.06,0.05,10,1,0.0,0.69,0.31,30.82112808058533,1451.5655578675899,1286.2163144587066,40.0,28.0,0.4
33,1.5,0.06,0.05,100,0,0.0,0.645,0.355,31.074923590230334,1458.7529786609066,1419.7154096394775,620.0,620.0,0.62
33,2.0,0.06,0.05,100,0,0.0,0.645,0.355,31.074923590230334,1458.7529786609066,1419.7154096394775,620.0,620.0,0.62
34,0.0,0.06,0.05,72,1,0.0,0.01,0.99,80.66346195571992,1315.5154181780522,1346.8240415377563,0.0,0.0,0.9027777777777778
34,0.5,0.06,0.05,72,1,0.0,0.01,0.99,80.66346195571992,1315.5154181780522,1346.8240415377563,650.0,0.0,0.9027777777777778
34,1.0,0.06,0.05,13,1,0.0,0.655,0.345,31.983934351040514,1559.6748015715707,1490.8498356095852,50.0,31.0,0.38461538461538464
34,1.5,0.06,0.05,100,0,0.0,0.615,0.385,30.09414808012164,1504.4980679283326,1521.2787701371496,600.0,600.0,0.6
34,2.0,0.06,0.05,100,0,0.0,0.615,0.385,30.09414808012164,1504.4980679283326,1521.2787701371496,600.0,600.0,0.6
35,0.0,0.06,0.05,58,1,0.0,0.04,0.96,77.39139101027735,1458.618067524881,1470.3520443007997,0.0,0.0,0.8793103448275862
35,0.5,0.06,0.05,58,1,0.0,0.04,0.96,77.39139101027735,1458.618067524881,1470.3520443007997,510.0,0.0,0.8793103448275862
35,1.0,0.06,0.05,13,1,0.0,0.65,0.35,31.127628522734796,1523.227304111868,1453.91329205332,50.0,37.0,0.38461538461538464
35,1.5,0.06,0.05,100,0,0.0,0.64,0.36,29.360996690708554,1469.4210455553437,1499.9185977516427,600.0,600.0,0.6
35,2.0,0.06,0.05,100,0,0.0,0.64,0.36,29.360996690708554,1469.4210455553437,1499.9185977516427,600.0,600.0,0.6
